date,indicator,value,entity
2020-10-04,Daily hospital occupancy,83.0,Northern Ireland
2020-10-05,Daily hospital occupancy,95.0,Northern Ireland
2020-10-06,Daily hospital occupancy,113.0,Northern Ireland
2020-10-07,Daily hospital occupancy,125.0,Northern Ireland
2020-10-08,Daily hospital occupancy,136.0,Northern Ireland
2020-10-09,Daily hospital occupancy,145.0,Northern Ireland
2020-10-10,Daily hospital occupancy,156.0,Northern Ireland
2020-10-11,Daily hospital occupancy,176.0,Northern Ireland
2020-10-12,Daily hospital occupancy,181.0,Northern Ireland
2020-10-13,Daily hospital occupancy,190.0,Northern Ireland
2020-10-14,Daily hospital occupancy,194.0,Northern Ireland
2020-10-15,Daily hospital occupancy,215.0,Northern Ireland
2020-10-16,Daily hospital occupancy,232.0,Northern Ireland
2020-10-17,Daily hospital occupancy,253.0,Northern Ireland
2020-10-18,Daily hospital occupancy,272.0,Northern Ireland
2020-10-19,Daily hospital occupancy,279.0,Northern Ireland
2020-10-20,Daily hospital occupancy,297.0,Northern Ireland
2020-10-21,Daily hospital occupancy,285.0,Northern Ireland
2020-10-22,Daily hospital occupancy,294.0,Northern Ireland
2020-10-23,Daily hospital occupancy,298.0,Northern Ireland
2020-10-24,Daily hospital occupancy,319.0,Northern Ireland
2020-10-25,Daily hospital occupancy,337.0,Northern Ireland
2020-10-26,Daily hospital occupancy,340.0,Northern Ireland
2020-10-27,Daily hospital occupancy,339.0,Northern Ireland
2020-10-28,Daily hospital occupancy,342.0,Northern Ireland
2020-10-29,Daily hospital occupancy,340.0,Northern Ireland
2020-10-30,Daily hospital occupancy,339.0,Northern Ireland
2020-10-31,Daily hospital occupancy,349.0,Northern Ireland
2020-11-01,Daily hospital occupancy,361.0,Northern Ireland
2020-11-02,Daily hospital occupancy,372.0,Northern Ireland
2020-11-03,Daily hospital occupancy,373.0,Northern Ireland
2020-11-04,Daily hospital occupancy,363.0,Northern Ireland
2020-11-05,Daily hospital occupancy,345.0,Northern Ireland
2020-11-06,Daily hospital occupancy,330.0,Northern Ireland
2020-11-07,Daily hospital occupancy,330.0,Northern Ireland
2020-11-08,Daily hospital occupancy,345.0,Northern Ireland
2020-11-09,Daily hospital occupancy,339.0,Northern Ireland
2020-11-10,Daily hospital occupancy,356.0,Northern Ireland
2020-11-11,Daily hospital occupancy,357.0,Northern Ireland
2020-11-12,Daily hospital occupancy,347.0,Northern Ireland
