entity,indicator,date,value
Ireland,Weekly new ICU admissions,2021-07-25,12.90520798007274
Ireland,Weekly new hospital admissions,2021-08-01,174.71666188406175
Ireland,Weekly new ICU admissions,2021-08-01,18.861457817029393
Ireland,Weekly new hospital admissions,2021-08-08,181.66562002717785
Ireland,Weekly new ICU admissions,2021-08-08,33.75208240942102
Ireland,Weekly new hospital admissions,2021-08-15,254.13332637681708
Ireland,Weekly new ICU admissions,2021-08-15,27.795832572464366
Ireland,Weekly new hospital admissions,2021-08-22,271.0093675815276
Ireland,Weekly new ICU admissions,2021-08-22,29.781249184783253
Ireland,Weekly new hospital admissions,2021-08-29,315.6812413587025
Ireland,Weekly new ICU admissions,2021-08-29,31.766665797102135
Ireland,Weekly new hospital admissions,2021-09-05,272.9947841938465
Ireland,Weekly new ICU admissions,2021-09-05,26.803124266304927
Ireland,Weekly new hospital admissions,2021-09-12,251.15520145833878
Ireland,Weekly new ICU admissions,2021-09-12,26.803124266304927
Ireland,Weekly new hospital admissions,2021-09-19,269.02395096920867
Ireland,Weekly new ICU admissions,2021-09-19,24.81770765398604
Ireland,Weekly new hospital admissions,2021-09-26,233.28645194746878
Ireland,Weekly new ICU admissions,2021-09-26,24.81770765398604
Ireland,Weekly new hospital admissions,2021-10-03,274.9802008061654
Ireland,Weekly new ICU admissions,2021-10-03,32.75937410326158
Ireland,Weekly new hospital admissions,2021-10-10,333.5499908695724
Ireland,Weekly new ICU admissions,2021-10-10,29.781249184783253
Ireland,Weekly new hospital admissions,2021-10-17,334.54269917573185
Ireland,Weekly new ICU admissions,2021-10-17,39.70833224637767
Ireland,Weekly new hospital admissions,2021-10-24,350.42603207428294
