iso_code,continent,location,last_updated_date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
LAO,Asia,Laos,2023-08-23,218793.0,0.0,0.857,671.0,0.0,0.0,29058.194,0.0,0.114,89.116,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.715,24.4,4.029,2.322,6397.36,22.7,368.111,4.0,7.3,51.2,49.839,1.5,67.92,0.613,7529477.0,,,,
LVA,Europe,Latvia,2023-08-23,975826.0,0.0,0.0,7374.0,0.0,0.0,527287.11,0.0,0.0,3984.537,0.0,0.0,,0.0,0.0,,,0.0,0.0,14.0,7.464,,,,,,,,,,,,,,,,,,,,,,,,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,,5.57,75.29,0.866,1850654.0,,,,
LBN,Asia,Lebanon,2023-08-23,1239904.0,105.0,193.143,10947.0,0.0,0.0,225858.255,19.127,35.182,1994.082,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.561,31.1,8.514,5.43,13367.565,,266.591,12.71,26.9,40.7,,2.9,78.93,0.744,5489744.0,,,,
LSO,Africa,Lesotho,2023-08-23,34490.0,0.0,0.0,706.0,0.0,0.0,14957.764,0.0,0.0,306.181,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,,54.33,0.527,2305826.0,,,,
LBR,Africa,Liberia,2023-08-23,8090.0,0.0,0.0,294.0,0.0,0.0,1525.641,0.0,0.0,55.444,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.48,5302690.0,,,,
LBY,Africa,Libya,2023-08-23,507266.0,0.0,0.0,6437.0,0.0,0.0,74462.769,0.0,0.0,944.902,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.623,29.0,4.424,2.816,17881.509,,341.862,10.43,,,,3.7,72.91,0.724,6812344.0,,,,
LIE,Europe,Liechtenstein,2023-08-23,21474.0,0.0,0.0,87.0,0.0,0.0,545648.583,0.0,0.0,2210.647,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,39355.0,,,,
LTU,Europe,Lithuania,2023-08-25,1322440.0,0.0,28.571,9695.0,0.0,0.0,480877.131,0.0,10.389,3525.38,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,4546177.0,1957179.0,1880556.0,944390.0,6.0,2.0,165.31,71.17,68.38,34.34,1.0,0.0,0.0,,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,,6.56,75.93,0.882,2750058.0,,,,
OWID_LIC,,Low income,2023-08-23,2315768.0,0.0,10.571,47979.0,0.0,0.0,3139.578,0.0,0.014,65.047,0.0,0.0,,,,,,,,,,,,,,,,,,,329025268.0,240140971.0,203400189.0,29458057.0,16677.0,13374.0,44.61,32.56,27.58,3.99,18.0,9529.0,0.001,,,,,,,,,,,,,,,,737604900.0,,,,
OWID_LMC,,Lower middle income,2023-08-25,97455494.0,0.0,116.857,1338801.0,0.0,0.857,28395.318,0.0,0.034,390.082,0.0,0.0,,,,,,,,,,,,,,,,,,,4931282308.0,2275451367.0,2047539694.0,669900818.0,27607.0,26079.0,143.68,66.3,59.66,19.52,8.0,6361.0,0.0,,,,,,,,,,,,,,,,3432097300.0,,,,
LUX,Europe,Luxembourg,2023-08-23,383075.0,0.0,0.0,1000.0,0.0,0.0,591529.352,0.0,0.0,1544.161,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,4.51,82.25,0.916,647601.0,,,,
MDG,Africa,Madagascar,2023-08-23,68319.0,0.0,0.0,1425.0,0.0,0.0,2307.161,0.0,0.0,48.123,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528,29611718.0,,,,
MWI,Africa,Malawi,2023-08-23,88835.0,0.0,0.0,2686.0,0.0,0.0,4353.522,0.0,0.0,131.632,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,20405318.0,,,,
MYS,Asia,Malaysia,2023-08-25,5125089.0,0.0,0.0,37187.0,0.0,0.0,151012.328,0.0,0.0,1095.726,0.0,0.0,,3.0,0.088,32.0,0.943,,,77.0,2.269,,,,,,,,,,72538213.0,28100199.0,27514554.0,17141611.0,131.0,75.0,213.74,82.8,81.07,50.51,2.0,9.0,0.0,,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,33938216.0,,,,
MDV,Asia,Maldives,2023-08-23,186694.0,0.0,0.0,316.0,0.0,0.0,356423.66,0.0,0.0,603.286,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,523798.0,,,,
MLI,Africa,Mali,2023-08-23,33151.0,0.0,0.0,743.0,0.0,0.0,1467.274,0.0,0.0,32.885,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,22593598.0,,,,
MLT,Europe,Malta,2023-08-23,119574.0,0.0,0.0,873.0,0.0,0.0,224218.207,0.0,0.0,1636.999,0.0,0.0,,4.0,7.501,,,2.0,3.839,42.0,78.699,,,,,,,,,,1380964.0,478803.0,471534.0,465008.0,,0.0,258.95,89.78,88.42,87.2,0.0,0.0,0.0,,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,533293.0,,,,
MHL,Oceania,Marshall Islands,2023-08-23,16098.0,0.0,0.0,17.0,0.0,0.0,387036.28,0.0,0.0,408.723,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.15,,,,3819.202,,557.793,30.53,,,82.502,2.7,73.7,0.704,41593.0,,,,
MTQ,North America,Martinique,2023-08-23,230354.0,0.0,0.0,1104.0,0.0,0.0,626793.139,0.0,0.0,3003.984,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7,,12.543,,,,,,,,,82.54,,367512.0,,,,
MRT,Africa,Mauritania,2023-08-23,63714.0,0.0,0.0,997.0,0.0,0.0,13452.71,0.0,0.0,210.509,0.0,0.0,,,,,,,,,,,,,,,,,,,4075704.0,2103721.0,1540533.0,383885.0,,73.0,86.06,44.42,32.53,8.11,15.0,25.0,0.001,,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,4736146.0,,,,
MUS,Africa,Mauritius,2023-08-23,309019.0,0.0,0.0,1053.0,0.0,0.0,237802.41,0.0,0.0,810.325,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804,1299478.0,,,,
MYT,Africa,Mayotte,2023-08-23,42027.0,0.0,0.0,187.0,0.0,0.0,128872.507,0.0,0.0,573.421,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,,2.411,,,,,,,,,79.46,,326113.0,,,,
MEX,North America,Mexico,2023-08-23,7633355.0,0.0,0.0,334336.0,0.0,0.0,59867.516,0.0,0.0,2622.158,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
FSM,Oceania,Micronesia (country),2023-08-23,26530.0,0.0,0.0,65.0,0.0,0.0,232356.496,0.0,0.0,569.287,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.777,23.0,4.81,2.392,3299.464,16.0,454.343,12.02,,,,,67.88,0.62,114178.0,,,,
MDA,Europe,Moldova,2023-08-23,620927.0,0.0,0.0,12125.0,0.0,0.0,189712.291,0.0,0.0,3704.56,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,3272993.0,,,,
MCO,Europe,Monaco,2023-08-23,16881.0,0.0,0.0,67.0,0.0,0.0,462607.218,0.0,0.0,1836.069,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19347.5,,,,,,,5.46,,,,13.8,86.75,,36491.0,,,,
MNG,Asia,Mongolia,2023-08-23,1010975.0,0.0,0.0,2284.0,0.0,0.0,297487.945,0.0,0.0,672.086,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7.0,69.87,0.737,3398373.0,,,,
MNE,Europe,Montenegro,2023-08-23,251133.0,0.0,0.0,2654.0,0.0,0.0,400478.725,0.0,0.0,4232.301,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.28,39.1,14.762,9.395,16409.288,1.0,387.305,10.08,44.0,47.9,,3.861,76.88,0.829,627082.0,,,,
MSR,North America,Montserrat,2023-08-23,1403.0,0.0,0.0,8.0,0.0,0.0,317924.315,0.0,0.0,1812.826,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.16,,4413.0,,,,
MAR,Africa,Morocco,2023-08-23,1275394.0,0.0,10.571,16297.0,0.0,0.0,34048.663,0.0,0.282,435.074,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,
MOZ,Africa,Mozambique,2023-08-23,233417.0,0.0,0.0,2243.0,0.0,0.0,7079.782,0.0,0.0,68.033,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456,32969520.0,,,,
MMR,Asia,Myanmar,2023-08-23,641148.0,0.0,0.857,19494.0,0.0,0.0,11833.816,0.0,0.016,359.805,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.583,54179312.0,,,,
NAM,Africa,Namibia,2023-08-23,171998.0,0.0,0.0,4098.0,0.0,0.0,67002.88,0.0,0.0,1596.401,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.078,22.0,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,,63.71,0.646,2567024.0,,,,
NRU,Oceania,Nauru,2023-08-23,5393.0,0.0,0.0,1.0,0.0,0.0,424946.813,0.0,0.0,78.796,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.45,,,,12895.635,,,24.07,43.0,36.9,,5.0,59.96,,12691.0,,,,
NPL,Asia,Nepal,2023-08-23,1003417.0,0.0,0.857,12031.0,0.0,0.0,32847.669,0.0,0.028,393.845,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,30547586.0,,,,
NLD,Europe,Netherlands,2023-08-25,8616766.0,0.0,0.0,22986.0,0.0,0.0,490591.903,0.0,0.0,1308.698,0.0,0.0,,5.0,0.285,82.0,4.669,19.0,1.082,179.0,10.191,,,,,,,,,,,,,,,,,,,,,,,,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,17564020.0,,,,
NCL,Oceania,New Caledonia,2023-08-23,80064.0,0.0,0.0,314.0,0.0,0.0,276121.797,0.0,0.0,1082.912,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.342,33.4,9.954,6.489,,,,23.36,,,,,77.55,,289959.0,,,,
NZL,Oceania,New Zealand,2023-08-23,2368831.0,0.0,0.0,3249.0,0.0,0.0,456836.832,0.0,0.0,626.58,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,,,,
NIC,North America,Nicaragua,2023-08-23,15984.0,0.0,0.0,245.0,0.0,0.0,2300.387,0.0,0.0,35.26,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.667,27.3,5.445,3.519,5321.444,3.2,137.016,11.47,,,,0.9,74.48,0.66,6948395.0,,,,
NER,Africa,Niger,2023-08-23,9515.0,0.0,0.0,315.0,0.0,0.0,363.057,0.0,0.0,12.019,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.955,15.1,2.553,1.378,926.0,44.5,238.339,2.42,0.1,15.4,8.978,0.3,62.42,0.394,26207982.0,,,,
NGA,Africa,Nigeria,2023-08-23,266675.0,0.0,0.0,3155.0,0.0,0.0,1220.25,0.0,0.0,14.437,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,218541216.0,,,,
NIU,Oceania,Niue,2023-08-23,831.0,0.0,0.0,,0.0,0.0,425717.213,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.71,,1952.0,,,,
OWID_NAM,,North America,2023-08-24,124412341.0,0.0,0.0,1602820.0,0.0,0.0,207242.109,0.0,0.0,2669.926,0.0,0.0,,,,,,,,,,,,,,,,,,,1151762782.0,458518452.0,394419040.0,251538738.0,2018.0,4188.0,191.86,76.38,65.7,41.9,7.0,440.0,0.0,,,,,,,,,,,,,,,,600323657.0,,,,
PRK,Asia,North Korea,2023-08-23,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.701,35.3,9.491,6.139,,,321.681,4.0,,,,13.2,72.27,,26069416.0,,,,
MKD,Europe,North Macedonia,2023-08-23,348374.0,0.0,0.0,9941.0,0.0,0.0,166399.026,0.0,0.0,4748.267,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.6,39.1,13.26,8.16,13111.214,5.0,322.688,10.08,,,,4.28,75.8,0.774,2093606.0,,,,
OWID_NIR,Europe,Northern Ireland,2023-08-21,,,,,,,,,,,,,,,,86.0,45.359,,,80.0,42.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896000.0,,,,
MNP,Oceania,Northern Mariana Islands,2023-08-23,14167.0,0.0,0.0,41.0,0.0,0.0,285774.801,0.0,0.0,827.046,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.878,,,,,,194.994,,,,,,76.74,,49574.0,,,,
NOR,Europe,Norway,2023-08-23,1486695.0,0.0,0.0,5621.0,0.0,0.0,273574.965,0.0,0.0,1034.351,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.462,39.7,16.821,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,,3.6,82.4,0.957,5434324.0,,,,
OWID_OCE,,Oceania,2023-08-23,14435300.0,0.0,0.0,29291.0,0.0,0.0,320507.668,0.0,0.0,650.349,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45038860.0,,,,
OMN,Asia,Oman,2023-08-23,399449.0,0.0,0.0,4628.0,0.0,0.0,87286.454,0.0,0.0,1011.297,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,4576300.0,,,,
PAK,Asia,Pakistan,2023-08-23,1580631.0,0.0,0.0,30656.0,0.0,0.0,6702.563,0.0,0.0,129.995,0.0,0.0,,,,,,,,,,,,,,,,,,,339946677.0,165567890.0,140475871.0,52124908.0,,3028.0,144.15,70.21,59.57,22.1,13.0,0.0,0.0,,255.573,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,235824864.0,,,,
PLW,Oceania,Palau,2023-08-23,6197.0,0.0,0.0,9.0,0.0,0.0,342678.611,0.0,0.0,497.678,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.237,,,,13240.405,,,15.89,7.7,22.7,,4.8,73.7,0.826,18084.0,,,,
PSE,Asia,Palestine,2023-08-23,703228.0,0.0,0.0,5708.0,0.0,0.0,133946.251,0.0,0.0,1087.222,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.202,20.4,3.043,1.726,4449.898,1.0,265.91,10.59,,,,,74.05,0.708,5250076.0,,,,
PAN,North America,Panama,2023-08-23,1047321.0,0.0,0.0,8652.0,0.0,0.0,237564.142,0.0,0.0,1962.536,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,2.3,78.51,0.815,4408582.0,,,,
PNG,Oceania,Papua New Guinea,2023-08-23,46864.0,0.0,0.0,670.0,0.0,0.0,4620.5,0.0,0.0,66.058,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,,64.5,0.555,10142625.0,,,,
PRY,South America,Paraguay,2023-08-23,735759.0,0.0,0.0,19961.0,0.0,0.0,108507.104,0.0,0.0,2943.777,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,1.3,74.25,0.728,6780745.0,,,,
PER,South America,Peru,2023-08-23,4517034.0,0.0,0.0,221364.0,0.0,0.0,132660.46,0.0,0.0,6501.224,0.0,0.0,,,,,,,,,,,,,,,,,,,90160707.0,30514278.0,28682053.0,30964376.0,14.0,2577.0,264.79,89.62,84.24,90.94,76.0,105.0,0.0,,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,34049588.0,,,,
PHL,Asia,Philippines,2023-08-23,4173631.0,0.0,0.0,66646.0,0.0,0.0,36116.882,0.0,0.0,576.727,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1.0,71.23,0.718,115559008.0,,,,
PCN,Oceania,Pitcairn,2023-08-23,4.0,0.0,0.0,,0.0,0.0,85106.383,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,
POL,Europe,Poland,2023-08-24,6518400.0,0.0,0.0,119636.0,0.0,0.0,163544.081,0.0,0.0,3001.62,0.0,0.0,,,,,,,,,,,,,,,,,,,58024555.0,22876984.0,22648950.0,15387522.0,82.0,59.0,145.58,57.4,56.83,38.61,1.0,5.0,0.0,,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,39857144.0,,,,
PRT,Europe,Portugal,2023-08-23,5601153.0,0.0,0.0,27094.0,0.0,0.0,545344.269,0.0,0.0,2637.949,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,10270857.0,,,,
PRI,North America,Puerto Rico,2023-08-23,1252713.0,0.0,0.0,5938.0,0.0,0.0,385164.303,0.0,0.0,1825.722,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.232,38.2,15.168,9.829,35044.67,,108.094,12.9,,,,,80.1,,3252412.0,,,,
QAT,Asia,Qatar,2023-08-23,514524.0,0.0,0.0,690.0,0.0,0.0,190908.716,0.0,0.0,256.017,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848,2695131.0,,,,
REU,Africa,Reunion,2023-08-23,494595.0,0.0,0.0,921.0,0.0,0.0,507765.419,0.0,0.0,945.525,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,6.841,,,,,,,,,80.48,,974062.0,,,,
ROU,Europe,Romania,2023-08-23,3411957.0,0.0,0.0,68262.0,0.0,0.0,173554.613,0.0,0.0,3472.255,0.0,0.0,,36.0,1.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828,19659270.0,,,,
RUS,Europe,Russia,2023-08-23,22983150.0,0.0,0.0,399938.0,0.0,0.0,158818.492,0.0,0.0,2763.657,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.824,144713312.0,,,,
RWA,Africa,Rwanda,2023-08-23,133194.0,0.0,0.0,1468.0,0.0,0.0,9668.061,0.0,0.0,106.557,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.543,13776702.0,,,,
BLM,North America,Saint Barthelemy,2023-08-23,5507.0,0.0,0.0,5.0,0.0,0.0,500909.587,0.0,0.0,454.794,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10994.0,,,,
SHN,Africa,Saint Helena,2023-08-23,2166.0,0.0,0.0,,0.0,0.0,401036.845,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.56,,5401.0,,,,
KNA,North America,Saint Kitts and Nevis,2023-08-23,6607.0,0.0,0.0,46.0,0.0,0.0,138566.725,0.0,0.0,964.745,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.865,,,,24654.385,,,12.84,,,,2.3,76.23,0.779,47681.0,,,,
LCA,North America,Saint Lucia,2023-08-23,30052.0,0.0,0.0,409.0,0.0,0.0,167074.364,0.0,0.0,2273.839,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.187,34.9,9.721,6.405,12951.839,,204.62,11.62,,,87.202,1.3,76.2,0.759,179872.0,,,,
MAF,North America,Saint Martin (French part),2023-08-23,12324.0,0.0,0.0,46.0,0.0,0.0,387352.276,0.0,0.0,1445.813,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.533,,,,,,,,,,,,82.08,,31816.0,,,,
SPM,North America,Saint Pierre and Miquelon,2023-08-23,3426.0,0.0,0.0,2.0,0.0,0.0,582158.029,0.0,0.0,339.847,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.07,,5885.0,,,,
VCT,North America,Saint Vincent and the Grenadines,2023-08-23,9631.0,0.0,0.0,124.0,0.0,0.0,92642.292,0.0,0.0,1192.778,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.787,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,103959.0,,,,
WSM,Oceania,Samoa,2023-08-23,16778.0,0.0,0.0,31.0,0.0,0.0,75444.04,0.0,0.0,139.395,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.413,22.0,5.606,3.564,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715,222390.0,,,,
SMR,Europe,San Marino,2023-08-23,24382.0,0.0,0.0,125.0,0.0,0.0,723716.236,0.0,0.0,3710.3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.667,,,,56861.47,,,5.64,,,,3.8,84.97,,33690.0,,,,
STP,Africa,Sao Tome and Principe,2023-08-23,6589.0,0.0,0.0,80.0,0.0,0.0,28976.266,0.0,0.0,351.814,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.841,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625,227393.0,,,,
SAU,Asia,Saudi Arabia,2023-08-23,841469.0,0.0,0.0,9646.0,0.0,0.0,23111.678,0.0,0.0,264.936,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854,36408824.0,,,,
OWID_SCT,Europe,Scotland,2023-08-21,,,,,,,,,,,,,,,,323.0,59.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5466000.0,,,,
SEN,Africa,Senegal,2023-08-23,89014.0,0.0,0.0,1971.0,0.0,0.0,5140.429,0.0,0.0,113.822,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,17316452.0,,,,
SRB,Europe,Serbia,2023-08-23,2545186.0,0.0,0.0,18057.0,0.0,0.0,370394.905,0.0,0.0,2627.793,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,6871547.0,,,,
SYC,Africa,Seychelles,2023-08-23,50937.0,0.0,0.0,172.0,0.0,0.0,475446.866,0.0,0.0,1605.451,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796,107135.0,,,,
